Age,Workclass,Education,Marital Status,Occupation,Relationship,Capital Gain,Capital Loss,Hours per week,Country,Target
Age > 48.00,Private,Bachelors,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Blue-Collar,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Associates,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,Professional,Not-in-family,None,Low,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Self-emp-inc,High School grad,Never-Married,Admin,Own-child,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-not-inc,Doctorate,Married,Professional,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Local-gov,High School grad,Married,Other,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Self-emp-not-inc,Bachelors,Never-Married,Other,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Separated,Blue-Collar,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,None,High,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Wife,None,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Service,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Self-emp-not-inc,Associates,Married,White-Collar,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,High,None,Hours per week > 45.00,British-Commonwealth,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Not-in-family,None,Low,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Self-emp-not-inc,Bachelors,Never-Married,Admin,Own-child,None,High,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Local-gov,Masters,Never-Married,Professional,Own-child,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Sales,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Never-Married,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,White-Collar,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Local-gov,Masters,Married,Professional,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,Doctorate,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-inc,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,Low,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Bachelors,Never-Married,Service,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,State-gov,Bachelors,Never-Married,Professional,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,Dropout,Married,Blue-Collar,Husband,None,Low,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,Sales,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,Bachelors,Never-Married,Service,Not-in-family,High,None,Hours per week > 45.00,Euro_1,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,Low,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Self-emp-not-inc,High School grad,Married,Sales,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,Professional,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Prof-School,Married,Professional,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-inc,Bachelors,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,Bachelors,Never-Married,Admin,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,Bachelors,Married,Sales,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Never-Married,Service,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,Associates,Married,White-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age > 48.00,Private,Dropout,Widowed,Blue-Collar,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Self-emp-not-inc,High School grad,Married,Service,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Never-Married,Service,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,Prof-School,Married,Sales,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Married,Other,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-inc,Associates,Married,White-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Other,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age > 48.00,Private,Dropout,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
Age <= 28.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,China,"Less than $50
Age <= 28.00,Private,Bachelors,Never-Married,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Separated,Admin,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,Prof-School,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Associates,Separated,Sales,Not-in-family,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Service,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,Masters,Married,Sales,Husband,None,High,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Masters,Married,White-Collar,Husband,Low,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Local-gov,Dropout,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Self-emp-inc,Associates,Married,Professional,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Wife,None,None,Hours per week <= 40.00,British-Commonwealth,"Less than $50
37.00 < Age <= 48.00,Federal-gov,High School grad,Married,Blue-Collar,Husband,None,High,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Never-Married,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Separated,White-Collar,Not-in-family,None,None,40.00 < Hours per week <= 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Local-gov,Bachelors,Married,Professional,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
37.00 < Age <= 48.00,Federal-gov,High School grad,Separated,Admin,Not-in-family,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Married,White-Collar,Husband,None,None,Hours per week > 45.00,Other,"More than $50
28.00 < Age <= 37.00,Private,Dropout,Separated,Blue-Collar,Other-relative,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Married,Sales,Husband,None,None,Hours per week > 45.00,Euro_1,"Less than $50
Age > 48.00,State-gov,Doctorate,Never-Married,White-Collar,Not-in-family,None,None,Hours per week > 45.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Federal-gov,High School grad,Married,Admin,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,High,None,Hours per week > 45.00,United-States,"More than $50
28.00 < Age <= 37.00,Federal-gov,Bachelors,Never-Married,White-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age > 48.00,Private,High School grad,Married,Other,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Not-in-family,None,High,Hours per week > 45.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Masters,Never-Married,Sales,Not-in-family,None,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Other-relative,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Prof-School,Married,Professional,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Separated,Sales,Not-in-family,None,Low,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Local-gov,Associates,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,Euro_1,"More than $50
Age > 48.00,Private,Masters,Married,Professional,Wife,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week > 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Blue-Collar,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Separated,Professional,Not-in-family,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age <= 28.00,Private,High School grad,Never-Married,Admin,Own-child,None,None,Hours per week <= 40.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Sales,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age <= 28.00,Private,High School grad,Never-Married,Sales,Not-in-family,None,None,Hours per week <= 40.00,Latin-America,"Less than $50
37.00 < Age <= 48.00,Private,Dropout,Married,White-Collar,Husband,None,None,40.00 < Hours per week <= 45.00,United-States,"More than $50
Age > 48.00,State-gov,Masters,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Masters,Never-Married,White-Collar,Not-in-family,None,None,Hours per week <= 40.00,United-States,"More than $50
Age <= 28.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,None,None,Hours per week <= 40.00,Latin-America,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,White-Collar,Husband,None,None,Hours per week > 45.00,United-States,"Less than $50
28.00 < Age <= 37.00,Private,High School grad,Married,Service,Husband,None,None,Hours per week <= 40.00,Latin-America,"Less than $50
37.00 < Age <= 48.00,Private,Bachelors,Never-Married,Sales,Not-in-family,None,None,Hours per week > 45.00,United-States,"More than $50
37.00 < Age <= 48.00,Private,High School grad,Separated,Admin,Unmarried,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Private,High School grad,Married,Blue-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Federal-gov,High School grad,Married,White-Collar,Husband,None,None,Hours per week <= 40.00,United-States,"Less than $50
Age > 48.00,Local-gov,Masters,Married,Professional,Husband,High,None,Hours per week <= 40.00,United-States,"More than $50
28.00 < Age <= 37.00,Private,Bachelors,Married,Professional,Wife,None,High,Hours per week <= 40.00,United-States,"More than $50
